Produto,Região,Dia,Mês,Ano,Moeda,Unidade,Preço
Alface Lisa - Roça,Teresópolis (região),5,6,2020,R$   ,Caixa 18 pés,"4,87"
Alface Americana - Roça,Teresópolis (região),29,5,2020,R$   ,Caixa 12 pés,"5,5"
Alface Crespa - Roça,Teresópolis (região),29,5,2020,R$   ,Caixa 18 pés,"5,3"
Alface Lisa - Roça,Teresópolis (região),29,5,2020,R$   ,Caixa 18 pés,"4,87"
Alface Americana - Roça,Teresópolis (região),21,5,2020,R$   ,Caixa 12 pés,"5,75"
Alface Crespa - Roça,Teresópolis (região),21,5,2020,R$   ,Caixa 18 pés,"5,55"
Alface Lisa - Roça,Teresópolis (região),21,5,2020,R$   ,Caixa 18 pés,"5,2"
Alface Americana - Roça,Teresópolis (região),14,5,2020,R$   ,Caixa 12 pés,"5,75"
Alface Crespa - Roça,Teresópolis (região),14,5,2020,R$   ,Caixa 18 pés,"6,25"
Alface Lisa - Roça,Teresópolis (região),14,5,2020,R$   ,Caixa 18 pés,"5,67"
Alface Americana - Roça,Teresópolis (região),7,5,2020,R$   ,Caixa 12 pés,"6,5"
Alface Crespa - Roça,Teresópolis (região),7,5,2020,R$   ,Caixa 18 pés,"5,27"
Alface Lisa - Roça,Teresópolis (região),7,5,2020,R$   ,Caixa 18 pés,"5,27"
Alface Americana - Roça,Teresópolis (região),30,4,2020,R$   ,Caixa 12 pés,"7,25"
Alface Crespa - Roça,Teresópolis (região),30,4,2020,R$   ,Caixa 18 pés,"5,85"
Alface Lisa - Roça,Teresópolis (região),30,4,2020,R$   ,Caixa 18 pés,"5,52"
Alface Americana - Roça,Teresópolis (região),24,4,2020,R$   ,Caixa 12 pés,"7,5"
Alface Crespa - Roça,Teresópolis (região),24,4,2020,R$   ,Caixa 18 pés,"5,5"
Alface Lisa - Roça,Teresópolis (região),24,4,2020,R$   ,Caixa 18 pés,"5,5"
Alface Americana - Roça,Teresópolis (região),17,4,2020,R$   ,Caixa 12 pés,8
Alface Crespa - Roça,Teresópolis (região),17,4,2020,R$   ,Caixa 18 pés,"5,17"
Alface Lisa - Roça,Teresópolis (região),17,4,2020,R$   ,Caixa 18 pés,"4,75"
Alface Americana - Roça,Teresópolis (região),9,4,2020,R$   ,Caixa 12 pés,9
Alface Crespa - Roça,Teresópolis (região),9,4,2020,R$   ,Caixa 18 pés,"5,75"
Alface Lisa - Roça,Teresópolis (região),9,4,2020,R$   ,Caixa 18 pés,"5,75"
Alface Americana - Roça,Teresópolis (região),3,4,2020,R$   ,Caixa 12 pés,"8,75"
Alface Crespa - Roça,Teresópolis (região),3,4,2020,R$   ,Caixa 18 pés,"7,5"
Alface Lisa - Roça,Teresópolis (região),3,4,2020,R$   ,Caixa 18 pés,"7,5"
Alface Americana - Roça,Teresópolis (região),26,3,2020,R$   ,Caixa 12 pés,"8,75"
Alface Crespa - Roça,Teresópolis (região),26,3,2020,R$   ,Caixa 18 pés,"8,25"
Alface Lisa - Roça,Teresópolis (região),26,3,2020,R$   ,Caixa 18 pés,"8,25"
Alface Americana - Roça,Teresópolis (região),19,3,2020,R$   ,Caixa 12 pés,13
Alface Crespa - Roça,Teresópolis (região),19,3,2020,R$   ,Caixa 18 pés,"9,97"
Alface Lisa - Roça,Teresópolis (região),19,3,2020,R$   ,Caixa 18 pés,"9,67"
Alface Americana - Roça,Teresópolis (região),13,3,2020,R$   ,Caixa 12 pés,"10,5"
Alface Crespa - Roça,Teresópolis (região),13,3,2020,R$   ,Caixa 18 pés,"9,88"
Alface Lisa - Roça,Teresópolis (região),13,3,2020,R$   ,Caixa 18 pés,"8,67"
Alface Americana - Roça,Teresópolis (região),6,3,2020,R$   ,Caixa 12 pés,"10,5"
Alface Crespa - Roça,Teresópolis (região),6,3,2020,R$   ,Caixa 18 pés,"8,67"
Alface Lisa - Roça,Teresópolis (região),6,3,2020,R$   ,Caixa 18 pés,"8,67"
Alface Americana - Roça,Teresópolis (região),28,2,2020,R$   ,Caixa 12 pés,"10,5"
Alface Crespa - Roça,Teresópolis (região),28,2,2020,R$   ,Caixa 18 pés,"8,56"
Alface Lisa - Roça,Teresópolis (região),28,2,2020,R$   ,Caixa 18 pés,"8,92"
Alface Americana - Roça,Teresópolis (região),21,2,2020,R$   ,Caixa 12 pés,"10,5"
Alface Crespa - Roça,Teresópolis (região),21,2,2020,R$   ,Caixa 18 pés,"9,29"
Alface Lisa - Roça,Teresópolis (região),21,2,2020,R$   ,Caixa 18 pés,"7,75"
Alface Americana - Roça,Teresópolis (região),13,2,2020,R$   ,Caixa 12 pés,9
Alface Crespa - Roça,Teresópolis (região),13,2,2020,R$   ,Caixa 18 pés,"7,62"
Alface Lisa - Roça,Teresópolis (região),13,2,2020,R$   ,Caixa 18 pés,"7,69"
Alface Americana - Roça,Teresópolis (região),6,2,2020,R$   ,Caixa 12 pés,"8,5"
Alface Crespa - Roça,Teresópolis (região),6,2,2020,R$   ,Caixa 18 pés,"7,63"
Alface Lisa - Roça,Teresópolis (região),6,2,2020,R$   ,Caixa 18 pés,"7,67"
Alface Americana - Roça,Teresópolis (região),30,1,2020,R$   ,Caixa 12 pés,"10,5"
Alface Crespa - Roça,Teresópolis (região),30,1,2020,R$   ,Caixa 18 pés,"8,13"
Alface Lisa - Roça,Teresópolis (região),30,1,2020,R$   ,Caixa 18 pés,"8,33"
Alface Americana - Roça,Teresópolis (região),23,1,2020,R$   ,Caixa 12 pés,11
Alface Crespa - Roça,Teresópolis (região),23,1,2020,R$   ,Caixa 18 pés,"8,83"
Alface Lisa - Roça,Teresópolis (região),23,1,2020,R$   ,Caixa 18 pés,"8,75"
Alface Americana - Roça,Teresópolis (região),16,1,2020,R$   ,Caixa 12 pés,"11,5"
Alface Crespa - Roça,Teresópolis (região),16,1,2020,R$   ,Caixa 18 pés,"9,3"
Alface Lisa - Roça,Teresópolis (região),16,1,2020,R$   ,Caixa 18 pés,9
Alface Americana - Roça,Teresópolis (região),9,1,2020,R$   ,Caixa 12 pés,"10,5"
Alface Crespa - Roça,Teresópolis (região),9,1,2020,R$   ,Caixa 18 pés,9
Alface Lisa - Roça,Teresópolis (região),9,1,2020,R$   ,Caixa 18 pés,"8,75"
Alface Americana - Roça,Teresópolis (região),19,12,2019,R$   ,Caixa 12 pés,"10,5"
Alface Crespa - Roça,Teresópolis (região),19,12,2019,R$   ,Caixa 18 pés,"10,91"
Alface Lisa - Roça,Teresópolis (região),19,12,2019,R$   ,Caixa 18 pés,"11,42"
Alface Americana - Roça,Teresópolis (região),12,12,2019,R$   ,Caixa 12 pés,"10,5"
Alface Crespa - Roça,Teresópolis (região),12,12,2019,R$   ,Caixa 18 pés,"10,44"
Alface Lisa - Roça,Teresópolis (região),12,12,2019,R$   ,Caixa 18 pés,"11,42"
Alface Americana - Roça,Teresópolis (região),6,12,2019,R$   ,Caixa 12 pés,"9,25"
Alface Crespa - Roça,Teresópolis (região),6,12,2019,R$   ,Caixa 18 pés,"8,44"
Alface Lisa - Roça,Teresópolis (região),6,12,2019,R$   ,Caixa 18 pés,"8,25"
Alface Americana - Roça,Teresópolis (região),29,11,2019,R$   ,Caixa 12 pés,"8,25"
Alface Crespa - Roça,Teresópolis (região),29,11,2019,R$   ,Caixa 18 pés,"6,25"
Alface Lisa - Roça,Teresópolis (região),29,11,2019,R$   ,Caixa 18 pés,"6,25"
Alface Americana - Roça,Teresópolis (região),22,11,2019,R$   ,Caixa 12 pés,"8,25"
Alface Crespa - Roça,Teresópolis (região),22,11,2019,R$   ,Caixa 18 pés,"6,25"
Alface Lisa - Roça,Teresópolis (região),22,11,2019,R$   ,Caixa 18 pés,"5,83"
Alface Americana - Roça,Teresópolis (região),14,11,2019,R$   ,Caixa 12 pés,"8,5"
Alface Crespa - Roça,Teresópolis (região),14,11,2019,R$   ,Caixa 18 pés,"6,25"
Alface Lisa - Roça,Teresópolis (região),14,11,2019,R$   ,Caixa 18 pés,"6,25"
Alface Americana - Roça,Teresópolis (região),8,11,2019,R$   ,Caixa 12 pés,"8,25"
Alface Crespa - Roça,Teresópolis (região),8,11,2019,R$   ,Caixa 18 pés,"5,97"
Alface Lisa - Roça,Teresópolis (região),8,11,2019,R$   ,Caixa 18 pés,"5,83"
Alface Americana - Roça,Teresópolis (região),31,10,2019,R$   ,Caixa 12 pés,"6,75"
Alface Crespa - Roça,Teresópolis (região),31,10,2019,R$   ,Caixa 18 pés,"5,56"
Alface Lisa - Roça,Teresópolis (região),31,10,2019,R$   ,Caixa 18 pés,"5,38"
Alface Americana - Roça,Teresópolis (região),25,10,2019,R$   ,Caixa 12 pés,"6,75"
Alface Crespa - Roça,Teresópolis (região),25,10,2019,R$   ,Caixa 18 pés,"5,56"
Alface Lisa - Roça,Teresópolis (região),25,10,2019,R$   ,Caixa 18 pés,"5,67"
Alface Americana - Roça,Teresópolis (região),18,10,2019,R$   ,Caixa 12 pés,"6,75"
Alface Crespa - Roça,Teresópolis (região),18,10,2019,R$   ,Caixa 18 pés,"5,56"
Alface Lisa - Roça,Teresópolis (região),18,10,2019,R$   ,Caixa 18 pés,"5,67"
Alface Americana - Roça,Teresópolis (região),10,10,2019,R$   ,Caixa 12 pés,"6,25"
Alface Crespa - Roça,Teresópolis (região),10,10,2019,R$   ,Caixa 18 pés,"5,5"
Alface Lisa - Roça,Teresópolis (região),10,10,2019,R$   ,Caixa 18 pés,"5,58"
Alface Americana - Roça,Teresópolis (região),4,10,2019,R$   ,Caixa 12 pés,"7,25"
Alface Crespa - Roça,Teresópolis (região),4,10,2019,R$   ,Caixa 18 pés,"5,35"
Alface Lisa - Roça,Teresópolis (região),4,10,2019,R$   ,Caixa 18 pés,"5,38"
Alface Americana - Roça,Teresópolis (região),27,9,2019,R$   ,Caixa 12 pés,"6,09"
Alface Crespa - Roça,Teresópolis (região),27,9,2019,R$   ,Caixa 18 pés,"5,34"
Alface Lisa - Roça,Teresópolis (região),27,9,2019,R$   ,Caixa 18 pés,"5,37"
Alface Americana - Roça,Teresópolis (região),20,9,2019,R$   ,Caixa 12 pés,"7,25"
Alface Crespa - Roça,Teresópolis (região),20,9,2019,R$   ,Caixa 18 pés,"5,34"
Alface Lisa - Roça,Teresópolis (região),20,9,2019,R$   ,Caixa 18 pés,"5,37"
Alface Americana - Roça,Teresópolis (região),13,9,2019,R$   ,Caixa 12 pés,"7,25"
Alface Crespa - Roça,Teresópolis (região),13,9,2019,R$   ,Caixa 18 pés,"5,34"
Alface Lisa - Roça,Teresópolis (região),13,9,2019,R$   ,Caixa 18 pés,"5,37"
Alface Americana - Roça,Teresópolis (região),6,9,2019,R$   ,Caixa 12 pés,"7,25"
Alface Crespa - Roça,Teresópolis (região),6,9,2019,R$   ,Caixa 18 pés,"5,25"
Alface Lisa - Roça,Teresópolis (região),6,9,2019,R$   ,Caixa 18 pés,5
Alface Americana - Roça,Teresópolis (região),29,8,2019,R$   ,Caixa 12 pés,"7,25"
Alface Crespa - Roça,Teresópolis (região),29,8,2019,R$   ,Caixa 18 pés,"5,25"
Alface Lisa - Roça,Teresópolis (região),29,8,2019,R$   ,Caixa 18 pés,5
Alface Americana - Roça,Teresópolis (região),23,8,2019,R$   ,Caixa 12 pés,"7,25"
Alface Crespa - Roça,Teresópolis (região),23,8,2019,R$   ,Caixa 18 pés,"5,25"
Alface Lisa - Roça,Teresópolis (região),23,8,2019,R$   ,Caixa 18 pés,5
Alface Americana - Roça,Teresópolis (região),16,8,2019,R$   ,Caixa 12 pés,"7,25"
Alface Crespa - Roça,Teresópolis (região),16,8,2019,R$   ,Caixa 18 pés,"6,16"
Alface Lisa - Roça,Teresópolis (região),16,8,2019,R$   ,Caixa 18 pés,"6,21"
Alface Americana - Roça,Teresópolis (região),9,8,2019,R$   ,Caixa 12 pés,"8,25"
Alface Crespa - Roça,Teresópolis (região),9,8,2019,R$   ,Caixa 18 pés,"7,27"
Alface Lisa - Roça,Teresópolis (região),9,8,2019,R$   ,Caixa 18 pés,"7,47"
Alface Americana - Roça,Teresópolis (região),2,8,2019,R$   ,Caixa 12 pés,9
Alface Crespa - Roça,Teresópolis (região),2,8,2019,R$   ,Caixa 18 pés,"6,81"
Alface Lisa - Roça,Teresópolis (região),2,8,2019,R$   ,Caixa 18 pés,"7,08"
Alface Americana - Roça,Teresópolis (região),26,7,2019,R$   ,Caixa 12 pés,9
Alface Crespa - Roça,Teresópolis (região),26,7,2019,R$   ,Caixa 18 pés,"7,75"
Alface Lisa - Roça,Teresópolis (região),26,7,2019,R$   ,Caixa 18 pés,"8,63"
Alface Americana - Roça,Teresópolis (região),19,7,2019,R$   ,Caixa 12 pés,"8,25"
Alface Crespa - Roça,Teresópolis (região),19,7,2019,R$   ,Caixa 18 pés,"8,69"
Alface Lisa - Roça,Teresópolis (região),19,7,2019,R$   ,Caixa 18 pés,"9,08"
Alface Americana - Roça,Teresópolis (região),12,7,2019,R$   ,Caixa 12 pés,"8,5"
Alface Crespa - Roça,Teresópolis (região),12,7,2019,R$   ,Caixa 18 pés,"8,9"
Alface Lisa - Roça,Teresópolis (região),12,7,2019,R$   ,Caixa 18 pés,"9,08"
Alface Americana - Roça,Teresópolis (região),5,7,2019,R$   ,Caixa 12 pés,"8,5"
Alface Crespa - Roça,Teresópolis (região),5,7,2019,R$   ,Caixa 18 pés,"8,06"
Alface Lisa - Roça,Teresópolis (região),5,7,2019,R$   ,Caixa 18 pés,"9,08"
Alface Americana - Roça,Teresópolis (região),27,6,2019,R$   ,Caixa 12 pés,"9,75"
Alface Crespa - Roça,Teresópolis (região),27,6,2019,R$   ,Caixa 18 pés,"8,81"
Alface Lisa - Roça,Teresópolis (região),27,6,2019,R$   ,Caixa 18 pés,"9,25"
Alface Americana - Roça,Teresópolis (região),21,6,2019,R$   ,Caixa 12 pés,"9,5"
Alface Crespa - Roça,Teresópolis (região),21,6,2019,R$   ,Caixa 18 pés,"10,38"
Alface Lisa - Roça,Teresópolis (região),21,6,2019,R$   ,Caixa 18 pés,"10,38"
Alface Americana - Roça,Teresópolis (região),14,6,2019,R$   ,Caixa 12 pés,"10,5"
Alface Crespa - Roça,Teresópolis (região),14,6,2019,R$   ,Caixa 18 pés,"9,63"
Alface Lisa - Roça,Teresópolis (região),14,6,2019,R$   ,Caixa 18 pés,"9,08"
Alface Americana - Roça,Teresópolis (região),7,6,2019,R$   ,Caixa 12 pés,"10,5"
Alface Crespa - Roça,Teresópolis (região),7,6,2019,R$   ,Caixa 18 pés,9
Alface Lisa - Roça,Teresópolis (região),7,6,2019,R$   ,Caixa 18 pés,9
Alface Americana - Roça,Teresópolis (região),31,5,2019,R$   ,Caixa 12 pés,7
Alface Crespa - Roça,Teresópolis (região),31,5,2019,R$   ,Caixa 18 pés,"5,63"
Alface Lisa - Roça,Teresópolis (região),31,5,2019,R$   ,Caixa 18 pés,"5,5"
Alface Americana - Roça,Teresópolis (região),24,5,2019,R$   ,Caixa 12 pés,7
Alface Crespa - Roça,Teresópolis (região),24,5,2019,R$   ,Caixa 18 pés,"5,16"
Alface Lisa - Roça,Teresópolis (região),24,5,2019,R$   ,Caixa 18 pés,"4,87"
Alface Americana - Roça,Teresópolis (região),17,5,2019,R$   ,Caixa 12 pés,"6,75"
Alface Crespa - Roça,Teresópolis (região),17,5,2019,R$   ,Caixa 18 pés,"5,71"
Alface Lisa - Roça,Teresópolis (região),17,5,2019,R$   ,Caixa 18 pés,"5,71"
Alface Americana - Roça,Teresópolis (região),10,5,2019,R$   ,Caixa 12 pés,"6,75"
Alface Crespa - Roça,Teresópolis (região),10,5,2019,R$   ,Caixa 18 pés,"5,71"
Alface Lisa - Roça,Teresópolis (região),10,5,2019,R$   ,Caixa 18 pés,"5,71"
Alface Americana - Roça,Teresópolis (região),3,5,2019,R$   ,Caixa 12 pés,"10,33"
Alface Crespa - Roça,Teresópolis (região),3,5,2019,R$   ,Caixa 18 pés,9
Alface Lisa - Roça,Teresópolis (região),3,5,2019,R$   ,Caixa 18 pés,"8,75"
Alface Americana - Roça,Teresópolis (região),26,4,2019,R$   ,Caixa 12 pés,"10,5"
Alface Crespa - Roça,Teresópolis (região),26,4,2019,R$   ,Caixa 18 pés,"10,81"
Alface Lisa - Roça,Teresópolis (região),26,4,2019,R$   ,Caixa 18 pés,"11,17"
Alface Americana - Roça,Teresópolis (região),18,4,2019,R$   ,Caixa 12 pés,10
Alface Crespa - Roça,Teresópolis (região),18,4,2019,R$   ,Caixa 18 pés,"9,91"
Alface Lisa - Roça,Teresópolis (região),18,4,2019,R$   ,Caixa 18 pés,10
Alface Americana - Roça,Teresópolis (região),12,4,2019,R$   ,Caixa 12 pés,11
Alface Crespa - Roça,Teresópolis (região),12,4,2019,R$   ,Caixa 18 pés,"10,38"
Alface Lisa - Roça,Teresópolis (região),12,4,2019,R$   ,Caixa 18 pés,10
Alface Americana - Roça,Teresópolis (região),5,4,2019,R$   ,Caixa 12 pés,12
Alface Crespa - Roça,Teresópolis (região),5,4,2019,R$   ,Caixa 18 pés,"12,87"
Alface Lisa - Roça,Teresópolis (região),5,4,2019,R$   ,Caixa 18 pés,"12,75"
Alface Americana - Roça,Teresópolis (região),29,3,2019,R$   ,Caixa 12 pés,11
Alface Crespa - Roça,Teresópolis (região),29,3,2019,R$   ,Caixa 18 pés,"13,5"
Alface Lisa - Roça,Teresópolis (região),29,3,2019,R$   ,Caixa 18 pés,"13,5"
Alface Americana - Roça,Teresópolis (região),22,3,2019,R$   ,Caixa 12 pés,"15,85"
Alface Crespa - Roça,Teresópolis (região),22,3,2019,R$   ,Caixa 18 pés,"17,5"
Alface Lisa - Roça,Teresópolis (região),22,3,2019,R$   ,Caixa 18 pés,"17,5"
Alface Americana - Roça,Teresópolis (região),15,3,2019,R$   ,Caixa 12 pés,"16,67"
Alface Crespa - Roça,Teresópolis (região),15,3,2019,R$   ,Caixa 18 pés,"18,33"
Alface Lisa - Roça,Teresópolis (região),15,3,2019,R$   ,Caixa 18 pés,"18,33"
Alface Americana - Roça,Teresópolis (região),8,3,2019,R$   ,Caixa 12 pés,20
Alface Crespa - Roça,Teresópolis (região),8,3,2019,R$   ,Caixa 18 pés,"17,75"
Alface Lisa - Roça,Teresópolis (região),8,3,2019,R$   ,Caixa 18 pés,"17,75"
Alface Americana - Roça,Teresópolis (região),22,2,2019,R$   ,Caixa 12 pés,15
Alface Crespa - Roça,Teresópolis (região),22,2,2019,R$   ,Caixa 18 pés,"15,33"
Alface Lisa - Roça,Teresópolis (região),22,2,2019,R$   ,Caixa 18 pés,"15,33"
Alface Americana - Roça,Teresópolis (região),15,2,2019,R$   ,Caixa 12 pés,15
Alface Crespa - Roça,Teresópolis (região),15,2,2019,R$   ,Caixa 18 pés,"15,13"
Alface Lisa - Roça,Teresópolis (região),15,2,2019,R$   ,Caixa 18 pés,"15,13"
Alface Americana - Roça,Teresópolis (região),8,2,2019,R$   ,Caixa 12 pés,12
Alface Crespa - Roça,Teresópolis (região),8,2,2019,R$   ,Caixa 18 pés,"13,5"
Alface Lisa - Roça,Teresópolis (região),8,2,2019,R$   ,Caixa 18 pés,"13,5"
Alface Americana - Roça,Teresópolis (região),25,1,2019,R$   ,Caixa 12 pés,"11,5"
Alface Crespa - Roça,Teresópolis (região),25,1,2019,R$   ,Caixa 18 pés,"8,63"
Alface Lisa - Roça,Teresópolis (região),25,1,2019,R$   ,Caixa 18 pés,"9,38"
Alface Americana - Roça,Teresópolis (região),18,1,2019,R$   ,Caixa 12 pés,12
Alface Crespa - Roça,Teresópolis (região),18,1,2019,R$   ,Caixa 18 pés,"8,33"
Alface Lisa - Roça,Teresópolis (região),18,1,2019,R$   ,Caixa 18 pés,"9,5"
Alface Americana - Roça,Teresópolis (região),11,1,2019,R$   ,Caixa 12 pés,"10,5"
Alface Crespa - Roça,Teresópolis (região),11,1,2019,R$   ,Caixa 18 pés,9
Alface Lisa - Roça,Teresópolis (região),11,1,2019,R$   ,Caixa 18 pés,9
Alface Americana - Roça,Teresópolis (região),21,12,2018,R$   ,Caixa 12 pés,"6,75"
Alface Crespa - Roça,Teresópolis (região),21,12,2018,R$   ,Caixa 18 pés,"4,75"
Alface Lisa - Roça,Teresópolis (região),21,12,2018,R$   ,Caixa 18 pés,"4,75"
Alface Americana - Roça,Teresópolis (região),14,12,2018,R$   ,Caixa 12 pés,"10,33"
Alface Crespa - Roça,Teresópolis (região),14,12,2018,R$   ,Caixa 18 pés,"5,42"
Alface Lisa - Roça,Teresópolis (região),14,12,2018,R$   ,Caixa 18 pés,"5,5"
Alface Americana - Roça,Teresópolis (região),7,12,2018,R$   ,Caixa 12 pés,11
Alface Crespa - Roça,Teresópolis (região),7,12,2018,R$   ,Caixa 18 pés,"5,5"
Alface Lisa - Roça,Teresópolis (região),7,12,2018,R$   ,Caixa 18 pés,"5,5"
Alface Americana - Roça,Teresópolis (região),30,11,2018,R$   ,Caixa 12 pés,"9,67"
Alface Crespa - Roça,Teresópolis (região),30,11,2018,R$   ,Caixa 18 pés,"6,06"
Alface Lisa - Roça,Teresópolis (região),30,11,2018,R$   ,Caixa 18 pés,"6,33"
Alface Americana - Roça,Teresópolis (região),23,11,2018,R$   ,Caixa 12 pés,"10,5"
Alface Crespa - Roça,Teresópolis (região),23,11,2018,R$   ,Caixa 18 pés,"5,92"
Alface Lisa - Roça,Teresópolis (região),23,11,2018,R$   ,Caixa 18 pés,"5,92"
Alface Americana - Roça,Teresópolis (região),16,11,2018,R$   ,Caixa 12 pés,11
Alface Crespa - Roça,Teresópolis (região),16,11,2018,R$   ,Caixa 18 pés,"6,5"
Alface Lisa - Roça,Teresópolis (região),16,11,2018,R$   ,Caixa 18 pés,"6,5"
Alface Americana - Roça,Teresópolis (região),9,11,2018,R$   ,Caixa 12 pés,"9,5"
Alface Crespa - Roça,Teresópolis (região),9,11,2018,R$   ,Caixa 18 pés,"6,5"
Alface Lisa - Roça,Teresópolis (região),9,11,2018,R$   ,Caixa 18 pés,"6,5"
Alface Americana - Roça,Teresópolis (região),1,11,2018,R$   ,Caixa 12 pés,"9,75"
Alface Crespa - Roça,Teresópolis (região),1,11,2018,R$   ,Caixa 18 pés,"7,63"
Alface Lisa - Roça,Teresópolis (região),1,11,2018,R$   ,Caixa 18 pés,"6,83"
Alface Americana - Roça,Teresópolis (região),26,10,2018,R$   ,Caixa 12 pés,"8,5"
Alface Crespa - Roça,Teresópolis (região),26,10,2018,R$   ,Caixa 18 pés,"6,56"
Alface Lisa - Roça,Teresópolis (região),26,10,2018,R$   ,Caixa 18 pés,"6,5"
Alface Americana - Roça,Teresópolis (região),19,10,2018,R$   ,Caixa 12 pés,"12,25"
Alface Crespa - Roça,Teresópolis (região),19,10,2018,R$   ,Caixa 18 pés,"6,67"
Alface Lisa - Roça,Teresópolis (região),19,10,2018,R$   ,Caixa 18 pés,"6,67"
Alface Americana - Roça,Teresópolis (região),11,10,2018,R$   ,Caixa 12 pés,"9,75"
Alface Crespa - Roça,Teresópolis (região),11,10,2018,R$   ,Caixa 18 pés,8
Alface Lisa - Roça,Teresópolis (região),11,10,2018,R$   ,Caixa 18 pés,8
Alface Americana - Roça,Teresópolis (região),5,10,2018,R$   ,Caixa 12 pés,"9,25"
Alface Crespa - Roça,Teresópolis (região),5,10,2018,R$   ,Caixa 18 pés,"7,36"
Alface Lisa - Roça,Teresópolis (região),5,10,2018,R$   ,Caixa 18 pés,7
Alface Americana - Roça,Teresópolis (região),28,9,2018,R$   ,Caixa 12 pés,9
Alface Crespa - Roça,Teresópolis (região),28,9,2018,R$   ,Caixa 18 pés,"6,79"
Alface Lisa - Roça,Teresópolis (região),28,9,2018,R$   ,Caixa 18 pés,"6,5"
Alface Americana - Roça,Teresópolis (região),21,9,2018,R$   ,Caixa 12 pés,"8,25"
Alface Crespa - Roça,Teresópolis (região),21,9,2018,R$   ,Caixa 18 pés,"7,5"
Alface Lisa - Roça,Teresópolis (região),21,9,2018,R$   ,Caixa 18 pés,9
Alface Americana - Roça,Teresópolis (região),14,9,2018,R$   ,Caixa 12 pés,"8,5"
Alface Crespa - Roça,Teresópolis (região),14,9,2018,R$   ,Caixa 18 pés,"7,5"
Alface Lisa - Roça,Teresópolis (região),14,9,2018,R$   ,Caixa 18 pés,"7,5"
Alface Americana - Roça,Teresópolis (região),6,9,2018,R$   ,Caixa 12 pés,"8,25"
Alface Crespa - Roça,Teresópolis (região),6,9,2018,R$   ,Caixa 18 pés,9
Alface Lisa - Roça,Teresópolis (região),6,9,2018,R$   ,Caixa 18 pés,9
Alface Americana - Roça,Teresópolis (região),31,8,2018,R$   ,Caixa 12 pés,"8,83"
Alface Crespa - Roça,Teresópolis (região),31,8,2018,R$   ,Caixa 18 pés,"10,88"
Alface Lisa - Roça,Teresópolis (região),31,8,2018,R$   ,Caixa 18 pés,"10,38"
Alface Americana - Roça,Teresópolis (região),24,8,2018,R$   ,Caixa 12 pés,"8,75"
Alface Crespa - Roça,Teresópolis (região),24,8,2018,R$   ,Caixa 18 pés,"9,78"
Alface Lisa - Roça,Teresópolis (região),24,8,2018,R$   ,Caixa 18 pés,"10,17"
Alface Americana - Roça,Teresópolis (região),16,8,2018,R$   ,Caixa 12 pés,"9,5"
Alface Crespa - Roça,Teresópolis (região),16,8,2018,R$   ,Caixa 18 pés,"7,97"
Alface Lisa - Roça,Teresópolis (região),16,8,2018,R$   ,Caixa 18 pés,"9,17"
Alface Americana - Roça,Teresópolis (região),10,8,2018,R$   ,Caixa 12 pés,"8,75"
Alface Crespa - Roça,Teresópolis (região),10,8,2018,R$   ,Caixa 18 pés,"6,3"
Alface Lisa - Roça,Teresópolis (região),10,8,2018,R$   ,Caixa 18 pés,"8,5"
Alface Americana - Roça,Teresópolis (região),2,8,2018,R$   ,Caixa 12 pés,"9,25"
Alface Crespa - Roça,Teresópolis (região),2,8,2018,R$   ,Caixa 18 pés,"6,18"
Alface Lisa - Roça,Teresópolis (região),2,8,2018,R$   ,Caixa 18 pés,"8,38"
Alface Americana - Roça,Teresópolis (região),27,7,2018,R$   ,Caixa 12 pés,"9,75"
Alface Crespa - Roça,Teresópolis (região),27,7,2018,R$   ,Caixa 18 pés,"6,48"
Alface Lisa - Roça,Teresópolis (região),27,7,2018,R$   ,Caixa 18 pés,"7,58"
Alface Americana - Roça,Teresópolis (região),20,7,2018,R$   ,Caixa 12 pés,"8,83"
Alface Crespa - Roça,Teresópolis (região),20,7,2018,R$   ,Caixa 18 pés,"5,76"
Alface Lisa - Roça,Teresópolis (região),20,7,2018,R$   ,Caixa 18 pés,"7,83"
Alface Americana - Roça,Teresópolis (região),12,7,2018,R$   ,Caixa 12 pés,"8,5"
Alface Crespa - Roça,Teresópolis (região),12,7,2018,R$   ,Caixa 18 pés,"7,53"
Alface Lisa - Roça,Teresópolis (região),12,7,2018,R$   ,Caixa 18 pés,"8,8"
Alface Americana - Roça,Teresópolis (região),6,7,2018,R$   ,Caixa 12 pés,8
Alface Crespa - Roça,Teresópolis (região),6,7,2018,R$   ,Caixa 18 pés,"7,17"
Alface Lisa - Roça,Teresópolis (região),6,7,2018,R$   ,Caixa 18 pés,"8,33"
Alface Americana - Roça,Teresópolis (região),29,6,2018,R$   ,Caixa 12 pés,"7,5"
Alface Crespa - Roça,Teresópolis (região),29,6,2018,R$   ,Caixa 18 pés,"5,1"
Alface Lisa - Roça,Teresópolis (região),29,6,2018,R$   ,Caixa 18 pés,"6,09"
Alface Americana - Roça,Teresópolis (região),22,6,2018,R$   ,Caixa 12 pés,"6,75"
Alface Crespa - Roça,Teresópolis (região),22,6,2018,R$   ,Caixa 18 pés,"4,58"
Alface Lisa - Roça,Teresópolis (região),22,6,2018,R$   ,Caixa 18 pés,"5,69"
Alface Crespa - Roça,Teresópolis (região),15,6,2018,R$   ,Caixa 18 pés,"4,5"
