Produto,Região,Dia,Mês,Ano,Moeda,Unidade,Preco,Preco_unitario
Alface Lisa - Roça,Teresópolis (região),30,11,2016,R$   ,18,6.92,0.38444
Alface Americana - Roça,Teresópolis (região),23,11,2016,R$   ,12,6.75,0.56250
Alface Crespa - Roça,Teresópolis (região),23,11,2016,R$   ,18,5.00,0.27778
Alface Lisa - Roça,Teresópolis (região),23,11,2016,R$   ,18,5.00,0.27778
Alface Americana - Roça,Teresópolis (região),18,11,2016,R$   ,12,5.75,0.47917
Alface Crespa - Roça,Teresópolis (região),18,11,2016,R$   ,18,4.31,0.23944
Alface Lisa - Roça,Teresópolis (região),18,11,2016,R$   ,18,5.50,0.30556
Alface Americana - Roça,Teresópolis (região),9,11,2016,R$   ,12,6.75,0.56250
Alface Crespa - Roça,Teresópolis (região),9,11,2016,R$   ,18,4.75,0.26389
Alface Lisa - Roça,Teresópolis (região),9,11,2016,R$   ,18,5.83,0.32389
Alface Americana - Roça,Teresópolis (região),3,11,2016,R$   ,12,7.50,0.62500
Alface Crespa - Roça,Teresópolis (região),3,11,2016,R$   ,20,6.83,0.34150
Alface Lisa - Roça,Teresópolis (região),3,11,2016,R$   ,20,6.60,0.33000
Alface Americana - Roça,Teresópolis (região),27,10,2016,R$   ,12,6.33,0.52750
Alface Crespa - Roça,Teresópolis (região),27,10,2016,R$   ,18,5.67,0.31500
Alface Lisa - Roça,Teresópolis (região),27,10,2016,R$   ,18,6.83,0.37944
Alface Americana - Roça,Teresópolis (região),21,10,2016,R$   ,12,5.67,0.47250
Alface Crespa - Roça,Teresópolis (região),21,10,2016,R$   ,18,4.33,0.24056
Alface Lisa - Roça,Teresópolis (região),21,10,2016,R$   ,18,6.33,0.35167
Alface Americana - Roça,Teresópolis (região),14,10,2016,R$   ,12,5.67,0.47250
Alface Crespa - Roça,Teresópolis (região),14,10,2016,R$   ,18,4.17,0.23167
Alface Lisa - Roça,Teresópolis (região),14,10,2016,R$   ,18,5.67,0.31500
Alface Americana - Roça,Teresópolis (região),7,10,2016,R$   ,12,5.50,0.45833
Alface Crespa - Roça,Teresópolis (região),7,10,2016,R$   ,18,4.50,0.25000
Alface Lisa - Roça,Teresópolis (região),7,10,2016,R$   ,18,4.50,0.25000
Alface Americana - Roça,Teresópolis (região),30,9,2016,R$   ,12,5.00,0.41667
Alface Crespa - Roça,Teresópolis (região),30,9,2016,R$   ,18,4.25,0.23611
Alface Lisa - Roça,Teresópolis (região),30,9,2016,R$   ,18,4.00,0.22222
Alface Americana - Roça,Teresópolis (região),23,9,2016,R$   ,12,5.67,0.47250
Alface Crespa - Roça,Teresópolis (região),23,9,2016,R$   ,18,4.75,0.26389
Alface Lisa - Roça,Teresópolis (região),23,9,2016,R$   ,18,4.88,0.27111
Alface Americana - Roça,Teresópolis (região),16,9,2016,R$   ,12,5.38,0.44833
Alface Crespa - Roça,Teresópolis (região),16,9,2016,R$   ,18,4.63,0.25722
Alface Lisa - Roça,Teresópolis (região),16,9,2016,R$   ,18,4.88,0.27111
Alface Americana - Roça,Teresópolis (região),9,9,2016,R$   ,12,5.00,0.41667
Alface Crespa - Roça,Teresópolis (região),9,9,2016,R$   ,18,4.50,0.25000
Alface Lisa - Roça,Teresópolis (região),9,9,2016,R$   ,18,4.17,0.23167
Alface Americana - Roça,Teresópolis (região),1,9,2016,R$   ,12,5.17,0.43083
Alface Crespa - Roça,Teresópolis (região),1,9,2016,R$   ,18,4.50,0.25000
Alface Lisa - Roça,Teresópolis (região),1,9,2016,R$   ,18,4.38,0.24333
Alface Americana - Roça,Teresópolis (região),26,8,2016,R$   ,12,7.00,0.58333
Alface Crespa - Roça,Teresópolis (região),26,8,2016,R$   ,18,5.33,0.29611
Alface Lisa - Roça,Teresópolis (região),26,8,2016,R$   ,18,5.67,0.31500
Alface Americana - Roça,Teresópolis (região),19,8,2016,R$   ,12,7.32,0.61000
Alface Crespa - Roça,Teresópolis (região),19,8,2016,R$   ,18,5.33,0.29611
Alface Lisa - Roça,Teresópolis (região),19,8,2016,R$   ,18,4.50,0.25000
Alface Americana - Roça,Teresópolis (região),12,8,2016,R$   ,12,6.67,0.55583
Alface Crespa - Roça,Teresópolis (região),12,8,2016,R$   ,18,5.33,0.29611
Alface Lisa - Roça,Teresópolis (região),12,8,2016,R$   ,18,5.50,0.30556
Alface Americana - Roça,Teresópolis (região),5,8,2016,R$   ,12,7.00,0.58333
Alface Crespa - Roça,Teresópolis (região),5,8,2016,R$   ,18,6.25,0.34722
Alface Lisa - Roça,Teresópolis (região),5,8,2016,R$   ,18,6.25,0.34722
Alface Americana - Roça,Teresópolis (região),29,7,2016,R$   ,12,8.33,0.69417
Alface Crespa - Roça,Teresópolis (região),29,7,2016,R$   ,18,6.17,0.34278
Alface Lisa - Roça,Teresópolis (região),29,7,2016,R$   ,18,6.17,0.34278
Alface Americana - Roça,Teresópolis (região),22,7,2016,R$   ,12,9.33,0.77750
Alface Crespa - Roça,Teresópolis (região),22,7,2016,R$   ,18,6.67,0.37056
Alface Lisa - Roça,Teresópolis (região),22,7,2016,R$   ,18,6.67,0.37056
Alface Americana - Roça,Teresópolis (região),14,7,2016,R$   ,12,9.00,0.75000
Alface Crespa - Roça,Teresópolis (região),14,7,2016,R$   ,18,7.00,0.38889
Alface Lisa - Roça,Teresópolis (região),14,7,2016,R$   ,18,7.67,0.42611
Alface Americana - Roça,Teresópolis (região),8,7,2016,R$   ,12,9.00,0.75000
Alface Crespa - Roça,Teresópolis (região),8,7,2016,R$   ,18,7.17,0.39833
Alface Lisa - Roça,Teresópolis (região),8,7,2016,R$   ,18,7.17,0.39833
Alface Americana - Roça,Teresópolis (região),24,6,2016,R$   ,12,11.33,0.94417
Alface Crespa - Roça,Teresópolis (região),24,6,2016,R$   ,18,14.00,0.77778
Alface Lisa - Roça,Teresópolis (região),24,6,2016,R$   ,18,14.00,0.77778
Alface Americana - Roça,Teresópolis (região),17,6,2016,R$   ,12,11.33,0.94417
Alface Crespa - Roça,Teresópolis (região),17,6,2016,R$   ,18,14.00,0.77778
Alface Lisa - Roça,Teresópolis (região),17,6,2016,R$   ,18,14.00,0.77778
Alface Americana - Roça,Teresópolis (região),10,6,2016,R$   ,12,7.40,0.61667
Alface Crespa - Roça,Teresópolis (região),10,6,2016,R$   ,18,5.67,0.31500
Alface Lisa - Roça,Teresópolis (região),10,6,2016,R$   ,18,5.67,0.31500
Alface Americana - Roça,Teresópolis (região),3,6,2016,R$   ,12,8.16,0.68000
Alface Crespa - Roça,Teresópolis (região),3,6,2016,R$   ,18,6.38,0.35444
Alface Lisa - Roça,Teresópolis (região),3,6,2016,R$   ,18,6.13,0.34056
Alface Americana - Roça,Teresópolis (região),27,5,2016,R$   ,12,7.33,0.61083
Alface Crespa - Roça,Teresópolis (região),27,5,2016,R$   ,18,8.17,0.45389
Alface Lisa - Roça,Teresópolis (região),27,5,2016,R$   ,18,7.67,0.42611
Alface Americana - Roça,Teresópolis (região),20,5,2016,R$   ,12,9.17,0.76417
Alface Crespa - Roça,Teresópolis (região),20,5,2016,R$   ,18,8.00,0.44444
Alface Lisa - Roça,Teresópolis (região),20,5,2016,R$   ,18,7.17,0.39833
Alface Americana - Roça,Teresópolis (região),13,5,2016,R$   ,12,12.67,1.05583
Alface Crespa - Roça,Teresópolis (região),13,5,2016,R$   ,18,7.75,0.43056
Alface Lisa - Roça,Teresópolis (região),13,5,2016,R$   ,18,7.75,0.43056
Alface Americana - Roça,Teresópolis (região),6,5,2016,R$   ,12,12.50,1.04167
Alface Crespa - Roça,Teresópolis (região),6,5,2016,R$   ,18,7.88,0.43778
Alface Lisa - Roça,Teresópolis (região),6,5,2016,R$   ,18,8.63,0.47944
Alface Americana - Roça,Teresópolis (região),29,4,2016,R$   ,12,12.00,1.00000
Alface Crespa - Roça,Teresópolis (região),29,4,2016,R$   ,18,7.67,0.42611
Alface Lisa - Roça,Teresópolis (região),29,4,2016,R$   ,18,9.00,0.50000
Alface Americana - Roça,Teresópolis (região),22,4,2016,R$   ,12,7.11,0.59250
Alface Crespa - Roça,Teresópolis (região),22,4,2016,R$   ,20,12.33,0.61650
Alface Lisa - Roça,Teresópolis (região),22,4,2016,R$   ,20,12.36,0.61800
